datetime,CO,NO2,TEMP,RH,AH
2004-03-29T16:00:00Z,1.5,90,18,27.1,0.5522
2004-03-29T17:00:00Z,1.9,95,17,28.9,0.5558
2004-03-29T18:00:00Z,2.5,114,16.1,31.3,0.568
2004-03-29T19:00:00Z,2.1,106,14.5,35.4,0.5839
2004-03-29T20:00:00Z,1.6,99,13.2,37.9,0.5733
2004-03-29T21:00:00Z,1.2,90,13.1,34.4,0.517
2004-03-29T22:00:00Z,1.1,82,13.5,28.5,0.4405
2004-03-29T23:00:00Z,1,74,12.4,31.9,0.4583
2004-03-30T00:00:00Z,1,76,13.1,26.8,0.4023
2004-03-30T01:00:00Z,0.7,66,11.6,33.6,0.4595
2004-03-30T02:00:00Z,0.7,73,10.5,42.9,0.5442
2004-03-30T05:00:00Z,0.7,71,12.9,33.9,0.5037
2004-03-30T06:00:00Z,1.1,98,11.3,40.3,0.5376
2004-03-30T07:00:00Z,2.6,115,11.9,38.4,0.5341
2004-03-30T08:00:00Z,4,130,13.3,35.6,0.5416
2004-03-30T09:00:00Z,4.2,150,16.3,28.8,0.5305
2004-03-30T10:00:00Z,4.7,159,17.9,28.2,0.5741
2004-03-30T11:00:00Z,3.9,146,18.3,26.6,0.5529
2004-03-30T12:00:00Z,3.7,138,20.8,22.5,0.5463
2004-03-30T13:00:00Z,3.4,128,22.4,20,0.5352
2004-03-30T14:00:00Z,2.2,97,20.9,21.7,0.5295
2004-03-30T15:00:00Z,1.9,91,19.1,26.5,0.579
2004-03-30T16:00:00Z,1.6,81,18.1,30.6,0.6295
2004-03-30T17:00:00Z,2.1,99,17.3,34.7,0.6788
2004-03-30T18:00:00Z,2.2,101,15.8,40.4,0.7228
2004-03-30T19:00:00Z,2.7,106,15.9,42,0.7541
2004-03-30T20:00:00Z,2.4,102,15.9,43.5,0.779
2004-03-30T21:00:00Z,1.3,84,15,46.1,0.7833
2004-03-30T22:00:00Z,1.2,81,15.1,44.6,0.7574
2004-03-30T23:00:00Z,1.5,91,14.9,43.5,0.7302
2004-03-31T00:00:00Z,1.3,82,14.8,41,0.685
2004-03-31T01:00:00Z,1,64,14.8,40.8,0.6814
2004-03-31T02:00:00Z,0.9,70,14.8,40.8,0.6834
2004-03-31T04:00:00Z,0.5,26,14.5,36.1,0.5928
2004-03-31T05:00:00Z,0.6,58,14.6,36,0.5947
2004-03-31T06:00:00Z,1,93,14.4,38.5,0.6291
2004-03-31T07:00:00Z,3.1,110,13.8,58.2,0.9129
2004-03-31T08:00:00Z,4.1,115,13.2,61.1,0.9256
2004-03-31T09:00:00Z,2.2,125,10.4,74.4,0.9384
2004-03-31T10:00:00Z,1.7,118,11.5,71,0.9582
2004-03-31T11:00:00Z,1.9,109,12.2,70,0.9924
2004-03-31T12:00:00Z,2.9,123,12.3,73.3,1.0442
2004-03-31T13:00:00Z,2.2,114,11.3,78.1,1.0411
2004-03-31T14:00:00Z,2.6,114,13.6,69.2,1.0746
2004-03-31T15:00:00Z,3.1,119,14.9,59.3,0.9974
2004-03-31T16:00:00Z,2.3,111,15.7,50.9,0.8997
2004-03-31T17:00:00Z,2.4,103,15.2,52.9,0.9087
2004-03-31T18:00:00Z,2.8,103,15.5,50.8,0.8881
2004-03-31T19:00:00Z,2.7,107,14.3,52.9,0.8581
2004-03-31T20:00:00Z,2.3,105,13.2,56,0.8446
2004-03-31T21:00:00Z,1.5,91,12.6,57,0.8315
2004-03-31T22:00:00Z,1.4,79,12.3,57.8,0.8224
2004-03-31T23:00:00Z,1.2,79,12,58.4,0.8164
2004-04-01T00:00:00Z,1.6,86,12,61.6,0.8593
2004-04-01T01:00:00Z,1.2,70,11.5,63.9,0.8652
2004-04-01T02:00:00Z,1.1,55,10.7,67.2,0.863
2004-04-01T04:00:00Z,0.7,49,10.2,66.6,0.8299
2004-04-01T05:00:00Z,0.9,50,11,63.7,0.8325
2004-04-01T06:00:00Z,1.7,67,9.6,68.8,0.8243
2004-04-01T07:00:00Z,4.2,94,9.5,69.6,0.8273
2004-04-01T08:00:00Z,6.2,119,11.9,60.9,0.8455
2004-04-01T09:00:00Z,4.6,139,16.2,48.6,0.8892
2004-04-01T10:00:00Z,2.8,113,19.2,39.6,0.8693
2004-04-01T11:00:00Z,1.6,88,19.7,38.4,0.8743
2004-04-01T12:00:00Z,1.7,73,20.6,36.7,0.8797
2004-04-01T13:00:00Z,1.7,73,21.8,33.9,0.8771
2004-04-01T17:00:00Z,3.3,106,23.6,27.5,0.7913
2004-04-01T18:00:00Z,4.2,132,22.8,32.1,0.8814
2004-04-01T19:00:00Z,5.5,164,20.8,36.7,0.8878
2004-04-01T20:00:00Z,4.9,161,18.3,40.9,0.8493
2004-04-01T21:00:00Z,2.5,124,16.8,44,0.8341
2004-04-01T22:00:00Z,2,113,15.8,48,0.8569
2004-04-01T23:00:00Z,2,103,14.9,52,0.8757
2004-04-02T00:00:00Z,2,104,14.1,54.4,0.8701
2004-04-02T01:00:00Z,1.3,93,13.3,58.8,0.8922
2004-04-02T02:00:00Z,1,60,13.3,60.9,0.9229
2004-04-02T05:00:00Z,0.7,66,11.3,72.9,0.9738
2004-04-02T06:00:00Z,1.1,82,11.4,71.8,0.9671
2004-04-02T07:00:00Z,2.6,109,11.9,73.7,1.0254
2004-04-02T08:00:00Z,3.9,114,12.6,70.2,1.0221
2004-04-02T09:00:00Z,5,139,13.6,65.3,1.0136
2004-04-02T10:00:00Z,3.3,127,16.9,52.3,1.0013
2004-04-02T11:00:00Z,2.9,127,19.4,44.1,0.9855
2004-04-02T12:00:00Z,3.1,135,22.9,33.8,0.9322
2004-04-02T13:00:00Z,3,130,23.6,31.3,0.9001
2004-04-02T14:00:00Z,2.7,126,24.7,30.5,0.9371
2004-04-02T15:00:00Z,2.7,121,26.1,27.3,0.9101
2004-04-02T16:00:00Z,2.6,122,27.6,22.8,0.8288
2004-04-02T17:00:00Z,3.7,138,26.9,22.3,0.7792
2004-04-02T18:00:00Z,4.5,165,24.3,30.1,0.9012
2004-04-02T19:00:00Z,4.7,154,21.2,40.1,0.9978
2004-04-02T20:00:00Z,5.5,168,19.4,42.5,0.9483
2004-04-02T21:00:00Z,3,146,18.5,43,0.9074
2004-04-02T22:00:00Z,1.9,124,17.8,47,0.9467
2004-04-02T23:00:00Z,2.3,124,16.8,53.2,1.01
2004-04-03T00:00:00Z,1.6,106,17.1,51.8,0.999
2004-04-03T01:00:00Z,1.3,88,16.2,54.2,0.9933
2004-04-03T02:00:00Z,1.2,83,15.1,58.2,0.9886
2004-04-03T04:00:00Z,0.8,74,14.5,58,0.9488
2004-04-03T05:00:00Z,0.8,64,13.7,61.6,0.9631
2004-04-03T06:00:00Z,0.9,69,13.9,59.6,0.9408
2004-04-03T07:00:00Z,2,91,13.3,61.7,0.9399
2004-04-03T08:00:00Z,3,96,15.1,55.8,0.9486
2004-04-03T09:00:00Z,3.1,106,17,50.5,0.9684
2004-04-05T10:00:00Z,3.1,124,15.6,57.4,1.0075
2004-04-05T11:00:00Z,3,121,16.6,55.2,1.0382
2004-04-05T12:00:00Z,3.2,114,17,54.3,1.0434
2004-04-05T13:00:00Z,3.1,114,18,51.5,1.0552
2004-04-05T14:00:00Z,2.5,106,19.5,47.5,1.0653
2004-04-05T15:00:00Z,2.1,89,21.6,41.7,1.0606
2004-04-05T16:00:00Z,2,82,22.2,38.3,1.0106
2004-04-05T17:00:00Z,3.2,111,20.3,42.8,1.0053
2004-04-05T18:00:00Z,4.1,132,19.7,45.4,1.0312
2004-04-05T19:00:00Z,3.9,121,18.8,47.5,1.0199
2004-04-05T20:00:00Z,3.1,116,17.9,49.4,1.0064
2004-04-05T21:00:00Z,2,100,17.5,50.9,1.009
2004-04-05T22:00:00Z,1.7,89,17.4,51.8,1.023
2004-04-05T23:00:00Z,1.6,92,17,53.9,1.0363
2004-04-06T00:00:00Z,1,71,16.6,55.4,1.0408
2004-04-06T01:00:00Z,0.8,51,15.9,57,1.0224
2004-04-06T02:00:00Z,0.5,39,15,59.2,1.0059
2004-04-06T04:00:00Z,0.5,35,14.1,61.6,0.9883
2004-04-06T05:00:00Z,0.8,64,14.6,58.8,0.9711
2004-04-06T06:00:00Z,1.7,94,14.4,58.9,0.9594
2004-04-06T07:00:00Z,4.5,134,15.3,55.2,0.9538
2004-04-06T08:00:00Z,6.2,129,16.2,52.5,0.9576
2004-04-06T09:00:00Z,4.4,125,18.4,46.3,0.9734
2004-04-06T10:00:00Z,2.9,107,19.6,41.8,0.9407
2004-04-06T11:00:00Z,1.6,78,20.2,40.1,0.937
2004-04-06T12:00:00Z,2.6,91,20.9,36.6,0.8939
2004-04-06T13:00:00Z,2.9,116,20.4,34.7,0.8229
2004-04-06T14:00:00Z,2.5,131,19.3,35.4,0.7813
2004-04-06T15:00:00Z,1.9,113,18.6,36.9,0.7829
2004-04-06T16:00:00Z,1.9,98,18.8,36.8,0.7883
2004-04-06T17:00:00Z,2.7,116,17.5,40.6,0.8068
2004-04-06T18:00:00Z,3,120,16.8,44.3,0.8428
2004-04-06T19:00:00Z,3.3,126,16.3,47.7,0.8746
2004-04-06T20:00:00Z,3.2,126,15.6,50.7,0.8947
2004-04-06T21:00:00Z,1.8,90,15.7,49.4,0.8768
2004-04-06T22:00:00Z,1.3,81,15.8,48.6,0.8653
2004-04-06T23:00:00Z,1.1,74,15.7,47,0.8325
2004-04-07T00:00:00Z,0.9,67,15.7,45.9,0.8121
2004-04-07T01:00:00Z,0.7,46,15.6,44.9,0.792
2004-04-07T02:00:00Z,0.4,30,15.6,44.4,0.7827
2004-04-07T04:00:00Z,0.3,19,15.7,45.4,0.8063
2004-04-07T05:00:00Z,0.3,32,15.3,50.1,0.8617
2004-04-07T06:00:00Z,0.8,61,14.2,58.6,0.9443
2004-04-07T07:00:00Z,2.8,111,14.3,58.2,0.9431
2004-04-07T08:00:00Z,3.1,102,15,52,0.8817
2004-04-07T09:00:00Z,2.3,116,13.6,61.4,0.9519
2004-04-07T10:00:00Z,1.6,96,16.1,53.1,0.9675
2004-04-07T11:00:00Z,1.5,97,16.6,44.3,0.8294
2004-04-07T12:00:00Z,1.6,110,17.4,40.3,0.7922
2004-04-07T13:00:00Z,1.8,103,18.1,42.2,0.8679
2004-04-07T14:00:00Z,1.4,79,14.4,51.8,0.8433
2004-04-07T15:00:00Z,1.9,104,10.9,76.4,0.9953
2004-04-07T16:00:00Z,1.2,69,16.4,47.7,0.8819
2004-04-07T17:00:00Z,2.3,96,18,37.1,0.7598
2004-04-07T18:00:00Z,3.3,121,14.7,48.7,0.8089
2004-04-07T19:00:00Z,3.1,129,11.3,71.3,0.9514
2004-04-07T20:00:00Z,3.3,116,10,74,0.9087
2004-04-07T21:00:00Z,1.2,71,9.8,71.8,0.8702
2004-04-07T22:00:00Z,1.3,85,9.3,75.2,0.8796
2004-04-07T23:00:00Z,1.9,101,9.6,76,0.9088
2004-04-08T00:00:00Z,1.4,97,9.3,75,0.8799
2004-04-08T01:00:00Z,1.5,89,9,76.7,0.8825
2004-04-08T02:00:00Z,1.1,72,8.2,79.6,0.8672
2004-04-08T05:00:00Z,0.8,62,8.1,72.1,0.7798
2004-04-08T06:00:00Z,1.1,64,8.1,70.4,0.7609
2004-04-08T07:00:00Z,2.6,80,8.1,70.5,0.7627
2004-04-08T08:00:00Z,5.1,118,9.9,64.3,0.7859
2004-04-08T09:00:00Z,4.2,130,13,54.2,0.809
2004-04-08T10:00:00Z,2.6,113,16.5,42.6,0.7912
2004-04-08T11:00:00Z,2.4,112,19.3,34.2,0.7566
2004-04-08T12:00:00Z,2.1,96,21.5,27.4,0.6941
2004-04-08T13:00:00Z,2.6,125,20.4,26.7,0.6323
2004-04-08T14:00:00Z,2.8,128,20.6,22.6,0.5432
2004-04-08T15:00:00Z,2.5,101,20.6,24.8,0.5931
2004-04-08T16:00:00Z,1.9,95,21,25.4,0.6264
2004-04-08T17:00:00Z,3.6,138,21.5,24.5,0.6203
2004-04-08T18:00:00Z,4.6,154,19.3,28.6,0.6357
2004-04-08T19:00:00Z,6.3,171,18,32.9,0.6737
2004-04-08T20:00:00Z,4.3,136,15.8,39.8,0.7096
2004-04-08T21:00:00Z,1.6,93,15.3,41.5,0.7194
2004-04-08T22:00:00Z,1.4,99,14.1,46,0.7363
2004-04-09T23:00:00Z,2.3,95,12,67.9,0.9523
2004-04-10T00:00:00Z,1.3,79,12,66.9,0.9336
2004-04-10T01:00:00Z,1.7,78,11.5,70.1,0.9503
2004-04-10T02:00:00Z,1.7,75,11.4,69.8,0.939
2004-04-10T04:00:00Z,0.8,52,10.8,70.3,0.9092
2004-04-10T05:00:00Z,1,55,10.2,73.4,0.9129
2004-04-10T06:00:00Z,1.4,65,10.8,70.5,0.9142
2004-04-10T07:00:00Z,1.7,72,11,71,0.9279
2004-04-10T08:00:00Z,2,76,12.4,64,0.9206
2004-04-10T09:00:00Z,2,84,15,53.1,0.8993
2004-04-10T10:00:00Z,1.9,90,16.6,44.4,0.8313
2004-04-10T11:00:00Z,2.1,89,18,38.4,0.7862
2004-04-10T12:00:00Z,1.8,87,20.6,30,0.7213
2004-04-10T13:00:00Z,1.5,88,19.9,26.7,0.6137
2004-04-10T14:00:00Z,1.3,81,19.8,23.1,0.5283
2004-04-10T15:00:00Z,1.4,89,21.4,22.7,0.5722
2004-04-10T16:00:00Z,1.5,91,22.1,21.3,0.5605
2004-04-10T17:00:00Z,1.7,104,21.1,24.5,0.604
2004-04-10T18:00:00Z,2,111,18.3,31.6,0.6562
2004-04-10T19:00:00Z,2.5,129,16.1,35,0.6372
2004-04-10T20:00:00Z,2.4,133,14.8,41.5,0.6929
2004-04-10T21:00:00Z,2,115,13.2,50.3,0.7577
2004-04-10T22:00:00Z,2.9,125,12.3,55.5,0.7916
2004-04-10T23:00:00Z,2.5,117,11.8,56.6,0.7833
2004-04-11T00:00:00Z,1.4,84,11.2,56.2,0.7469
2004-04-11T01:00:00Z,1.2,63,11,56.6,0.7418
2004-04-11T02:00:00Z,1,68,9.3,64.3,0.7531
2004-04-11T05:00:00Z,0.7,49,7.7,70.7,0.7463
2004-04-11T06:00:00Z,0.8,49,7.4,71,0.7346
2004-04-11T07:00:00Z,0.9,52,8.2,66.6,0.7283
2004-04-11T08:00:00Z,1.1,58,8.7,64.3,0.7267
2004-04-11T09:00:00Z,1,51,13,47.9,0.7116
2004-04-11T10:00:00Z,1.6,77,17.4,35.4,0.699
2004-04-11T11:00:00Z,1.8,90,20.2,29.2,0.683
2004-04-11T12:00:00Z,2.6,118,22.7,22.9,0.6224
2004-04-11T13:00:00Z,1.1,70,22.3,22.4,0.5955
2004-04-11T14:00:00Z,0.6,35,22.2,18.9,0.4993
2004-04-11T15:00:00Z,0.9,46,22,19,0.4969
2004-04-11T16:00:00Z,1,58,21,23.6,0.5788
2004-04-11T17:00:00Z,1.2,61,19.6,27.4,0.6162
2004-04-11T18:00:00Z,1.4,80,17.9,30.8,0.6258
2004-04-11T19:00:00Z,2,93,16.4,35.3,0.6532
2004-04-11T20:00:00Z,1.1,78,15.6,37.5,0.6575
2004-04-11T21:00:00Z,1.1,76,15.5,36.7,0.6438
2004-04-11T22:00:00Z,1.1,74,14.5,39,0.6428
2004-04-11T23:00:00Z,1.1,81,14.2,38.2,0.6163
2004-04-12T00:00:00Z,0.7,58,13.7,38.3,0.5957
2004-04-12T01:00:00Z,0.6,59,14.1,34,0.5442
2004-04-12T02:00:00Z,0.7,54,14.6,34,0.5605
2004-04-12T04:00:00Z,0.3,25,13.9,30.9,0.4868
2004-04-12T05:00:00Z,0.3,26,13.5,37.9,0.5852
2004-04-12T06:00:00Z,0.4,49,13.9,43.6,0.6871
2004-04-12T07:00:00Z,0.5,53,13.5,50.1,0.7706
2004-04-12T08:00:00Z,0.6,57,13.3,53.6,0.8169
2004-04-12T09:00:00Z,0.8,73,13.4,56,0.8576
2004-04-12T10:00:00Z,1,78,13,59.6,0.886
2004-04-12T11:00:00Z,1.3,93,12.7,62.7,0.9173
2004-04-12T12:00:00Z,1.1,71,12.1,60.5,0.8505
2004-04-12T13:00:00Z,0.6,56,11.2,64.4,0.8537
2004-04-12T14:00:00Z,0.7,60,10.7,67.6,0.8703
2004-04-12T15:00:00Z,1.2,77,11.4,61.2,0.8236
2004-04-12T16:00:00Z,1.4,82,9.9,70.5,0.8581
2004-04-12T17:00:00Z,1.2,77,10.3,65.2,0.8151
2004-04-12T18:00:00Z,1.3,91,11,58.9,0.7714
2004-04-12T19:00:00Z,1.8,93,10.6,59.5,0.7595
2004-04-12T20:00:00Z,1.2,82,10.6,57.7,0.7362
2004-04-12T21:00:00Z,0.8,74,10.6,56.1,0.7149
2004-04-12T22:00:00Z,0.8,68,10.3,58,0.7239
2004-04-12T23:00:00Z,0.8,65,10.4,58.4,0.7352
2004-04-13T00:00:00Z,0.7,58,10.7,58.2,0.7459
2004-04-13T01:00:00Z,0.5,36,10.5,59.9,0.7624
2004-04-13T02:00:00Z,0.3,29,10.5,60.8,0.7704
2004-04-13T04:00:00Z,0.3,28,11.1,60.1,0.7925
2004-04-13T05:00:00Z,0.7,68,10.1,68.4,0.8443
2004-04-13T06:00:00Z,1.6,99,10,68.7,0.8456
2004-04-13T07:00:00Z,3.9,130,11,64.2,0.8398
2004-04-13T08:00:00Z,4.5,128,12,58.1,0.8138
2004-04-13T09:00:00Z,2.7,120,12.8,52,0.7643
2004-04-13T10:00:00Z,1.6,93,12.6,50.8,0.7387
2004-04-13T11:00:00Z,1.6,96,13.8,47.4,0.7435
2004-04-13T12:00:00Z,1.6,84,15.1,42.7,0.7294
2004-04-13T13:00:00Z,1.5,87,16.3,38.1,0.7006
2004-04-13T14:00:00Z,1.8,87,16.6,36.7,0.6867
2004-04-13T15:00:00Z,2.1,103,15.8,40.5,0.7241
2004-04-13T16:00:00Z,1.7,88,16.3,41.8,0.7712
2004-04-13T17:00:00Z,3,118,16.1,42.8,0.7783
2004-04-13T18:00:00Z,4.6,134,15.3,46.8,0.8074
2004-04-13T19:00:00Z,5,144,14.7,47,0.7815
2004-04-13T20:00:00Z,3.5,129,14.1,49.6,0.7931
2004-04-13T21:00:00Z,2.1,108,13.5,54.1,0.8351
2004-04-13T22:00:00Z,2.1,104,12.3,59.2,0.8461
2004-04-13T23:00:00Z,1.5,90,11.6,62.2,0.851
2004-04-14T00:00:00Z,1.1,74,11.5,61.4,0.8303
2004-04-14T01:00:00Z,0.9,73,10.9,64.6,0.8395
2004-04-14T02:00:00Z,0.7,60,11.1,63.2,0.8331
2004-04-14T05:00:00Z,0.9,62,10.2,65.8,0.8196
2004-04-14T06:00:00Z,1.6,71,10.3,65.6,0.8225
2004-04-14T07:00:00Z,3.9,94,10.8,64,0.8307
2004-04-14T08:00:00Z,5,99,13.3,55.6,0.8453
2004-04-14T09:00:00Z,4.3,119,15.8,46.8,0.8328
2004-04-14T10:00:00Z,2.7,103,19.5,34.4,0.7738
2004-04-14T11:00:00Z,2.1,95,21.1,30.2,0.745
2004-04-14T12:00:00Z,2.1,95,18.4,34.2,0.7185
2004-04-15T09:00:00Z,3.9,114,13.5,53.4,0.8196
2004-04-15T10:00:00Z,3.8,127,15,49.3,0.8364
2004-04-15T11:00:00Z,3.8,135,17.1,42.1,0.812
2004-04-15T12:00:00Z,3.9,135,18.4,36.9,0.7758
2004-04-15T13:00:00Z,3.5,120,19.3,35.4,0.7824
2004-04-15T14:00:00Z,4,129,19.2,35.7,0.7826
2004-04-15T15:00:00Z,3,114,21.5,30.4,0.7677
2004-04-15T16:00:00Z,3.1,129,19.6,34.6,0.7807
2004-04-15T17:00:00Z,5.2,149,19.6,35.5,0.8017
2004-04-15T18:00:00Z,5.9,149,18.3,44.1,0.9183
2004-04-15T19:00:00Z,7.3,158,17.4,47.8,0.9392
2004-04-15T20:00:00Z,6.1,148,16.8,49.8,0.9446
2004-04-15T21:00:00Z,4.6,134,16.2,53.2,0.9723
2004-04-15T22:00:00Z,2.5,111,14.9,59.1,0.9928
2004-04-15T23:00:00Z,2.2,106,13.9,64,1.013
2004-04-16T00:00:00Z,2,108,13.7,66.8,1.041
2004-04-16T01:00:00Z,1.9,93,13.4,69.6,1.0688
2004-04-16T02:00:00Z,1.6,83,12.8,71.9,1.0632
2004-04-16T04:00:00Z,1,69,11.9,74.8,1.038
2004-04-16T05:00:00Z,1.2,77,11.6,76.4,1.0415
2004-04-16T06:00:00Z,2,87,11.7,75.3,1.0325
2004-04-16T07:00:00Z,4.5,109,12.8,71,1.0428
2004-04-16T08:00:00Z,4.1,116,13.8,61.1,0.9595
2004-04-16T09:00:00Z,2.6,105,15.3,51.4,0.8886
2004-04-16T10:00:00Z,2.3,106,16.6,48.7,0.9146
2004-04-16T11:00:00Z,2.6,108,17.6,46.7,0.9324
2004-04-16T12:00:00Z,2.4,100,19.2,42.7,0.9425
2004-04-16T13:00:00Z,4.3,149,15.7,62.5,1.1092
2004-04-16T14:00:00Z,4.6,148,14.5,75.7,1.2425
2004-04-16T15:00:00Z,4,126,14.4,77.4,1.2654
2004-04-16T16:00:00Z,4.7,140,14.6,74.9,1.2391
2004-04-16T17:00:00Z,5.7,142,14.6,76,1.2573
2004-04-16T18:00:00Z,5.2,141,14,76.3,1.2166
2004-04-16T19:00:00Z,6.4,149,13.9,78,1.2303
2004-04-16T20:00:00Z,6,140,13.8,78,1.2229
2004-04-16T21:00:00Z,3.4,117,13.5,79.4,1.2224
2004-04-16T22:00:00Z,2.7,103,13.1,80.1,1.2016
2004-04-16T23:00:00Z,3.1,99,12.8,81,1.1915
2004-04-17T00:00:00Z,2.6,100,12.7,80.6,1.1819
2004-04-17T01:00:00Z,2.2,88,12.5,81.8,1.1838
2004-04-17T02:00:00Z,1.9,83,12.7,81.2,1.1849
2004-04-23T05:00:00Z,0.6,59,14.2,52.2,0.8413
2004-04-23T06:00:00Z,0.8,67,14.3,55.4,0.9003
2004-04-23T07:00:00Z,4,95,14,58,0.9202
2004-04-23T08:00:00Z,5.6,123,15.4,53.3,0.9289
2004-04-23T09:00:00Z,5,142,19.1,42.1,0.9233
2004-04-23T10:00:00Z,3.2,142,23.7,31,0.8968
2004-04-23T11:00:00Z,3.8,169,26.9,25.7,0.8942
2004-04-23T12:00:00Z,3.3,142,29.7,20.6,0.8478
2004-04-23T13:00:00Z,3,136,29.2,21.5,0.8573
2004-04-23T14:00:00Z,3.2,147,29.6,20.1,0.8181
2004-04-23T15:00:00Z,4.4,196,30,19.4,0.81
2004-04-23T16:00:00Z,4.6,186,29.5,20.1,0.8136
2004-04-23T17:00:00Z,5.2,177,27,26.8,0.9403
2004-04-23T18:00:00Z,4.8,164,24.9,30.8,0.954
2004-04-23T19:00:00Z,5.6,161,23.1,36.7,1.0244
2004-04-23T20:00:00Z,4.6,146,21.5,40.8,1.0333
2004-04-23T21:00:00Z,1.8,98,20.5,41.5,0.9864
2004-04-23T22:00:00Z,2.2,108,19.2,44.9,0.9875
2004-04-23T23:00:00Z,2,107,18.8,47.7,1.0221
2004-04-24T00:00:00Z,2.8,113,18.2,49.7,1.0284
2004-04-24T01:00:00Z,2.6,100,16.1,57.4,1.0451
2004-04-24T02:00:00Z,1.8,87,16.3,55.3,1.0178
2004-04-24T05:00:00Z,0.7,65,14.8,57.7,0.9644
2004-04-24T06:00:00Z,0.9,64,14,59.7,0.9499
2004-04-24T07:00:00Z,1.5,73,14.6,56.8,0.9385
2004-04-24T08:00:00Z,2.5,86,16.7,51.9,0.9788
2004-04-24T09:00:00Z,3,105,20,45,1.039
2004-04-24T10:00:00Z,2.6,107,23.9,33.7,0.9837
2004-04-24T11:00:00Z,2.6,114,26.8,29.5,1.0209
2004-04-24T12:00:00Z,2.6,105,27.2,32.4,1.1493
2004-04-24T13:00:00Z,1.9,74,26.9,32.1,1.1217
2004-04-24T14:00:00Z,2,95,24.3,41.8,1.2561
2004-04-24T15:00:00Z,1.7,89,25.6,36,1.1629
2004-04-24T16:00:00Z,1.9,95,27,31.8,1.1176
2004-04-24T17:00:00Z,1.8,93,27.5,31.6,1.1417
2004-04-24T18:00:00Z,2.8,123,24.9,38.1,1.1838
2004-04-24T19:00:00Z,3.5,134,23.4,39.7,1.1276
2004-04-24T20:00:00Z,3.4,126,21.2,50.8,1.2631
2004-04-24T21:00:00Z,2,79,15.6,73.5,1.2953
2004-04-24T22:00:00Z,1.1,54,12.9,79.7,1.1774
2004-04-24T23:00:00Z,1.3,69,11.5,76.9,1.0436
2004-04-25T00:00:00Z,1.2,67,12.2,66.8,0.9455
2004-04-25T01:00:00Z,1.3,73,12.4,64.1,0.9209
2004-04-25T02:00:00Z,1,73,12.7,58.7,0.8605
2004-04-25T05:00:00Z,0.3,20,12.5,50.9,0.7346
2004-04-25T06:00:00Z,0.5,37,12.8,49.3,0.7285
2004-04-25T07:00:00Z,0.6,50,13.5,48.6,0.7487
2004-04-25T08:00:00Z,0.6,45,14.4,45.9,0.7476
2004-04-25T09:00:00Z,0.8,48,15.1,43.9,0.7487
2004-04-25T10:00:00Z,1,56,16.6,38.6,0.7236
2004-04-25T11:00:00Z,0.9,58,17.2,35,0.6789
2004-04-25T12:00:00Z,1,52,17.4,33.9,0.6683
2004-04-25T13:00:00Z,0.8,52,17.9,30.7,0.6234
2004-04-25T14:00:00Z,0.7,44,18.3,27.2,0.5675
2004-04-25T15:00:00Z,0.9,59,19.4,25.7,0.5738
2004-04-25T16:00:00Z,1.3,74,20.2,24.1,0.563
2004-04-25T17:00:00Z,1.4,76,19.6,24.9,0.5625
2004-04-25T18:00:00Z,1.5,83,18.5,27.8,0.5843
2004-04-25T19:00:00Z,2.7,100,17.8,30.3,0.6129
2004-04-25T20:00:00Z,2.5,101,16.6,34,0.6353
2004-04-25T21:00:00Z,1.4,90,15.5,37,0.6447
2004-04-25T22:00:00Z,2.8,93,14.8,39.5,0.6595
2004-04-25T23:00:00Z,2.1,79,14.5,42,0.6896
2004-04-26T00:00:00Z,1.1,57,14.1,44.9,0.7206
2004-04-26T01:00:00Z,0.7,43,14.2,45.5,0.7333
2004-04-26T02:00:00Z,0.4,25,14.1,45.3,0.7247
2004-04-26T05:00:00Z,0.4,44,13.9,43.9,0.6923
2004-04-26T06:00:00Z,0.8,72,14,43.8,0.6959
2004-04-26T07:00:00Z,1.9,91,14.4,43.6,0.7113
2004-04-26T08:00:00Z,2.1,89,15,41.7,0.7093
2004-04-26T09:00:00Z,1.4,84,16.3,38.4,0.7052
2004-04-26T10:00:00Z,1.4,83,18.3,32.3,0.676
2004-04-26T11:00:00Z,1.3,78,18.8,31.7,0.6821
2004-04-26T12:00:00Z,1.5,80,19.6,30.9,0.6968
2004-04-26T13:00:00Z,1.6,75,20.2,30.7,0.7176
2004-04-26T14:00:00Z,1.3,77,19.7,32.5,0.7396
2004-04-26T15:00:00Z,1.4,77,20.7,31.6,0.7602
2004-04-26T16:00:00Z,1.5,81,20,32.7,0.7545
2004-04-26T17:00:00Z,2.2,101,18.6,35.4,0.7535
2004-04-26T18:00:00Z,3.2,119,18.3,35.9,0.7501
2004-04-26T19:00:00Z,3,111,17.8,37.5,0.7568
2004-04-26T20:00:00Z,2.6,109,17.3,38.8,0.7584
2004-04-26T21:00:00Z,1.6,101,17.3,38.8,0.7596
2004-04-26T22:00:00Z,1.5,89,16.4,40.8,0.7542
2004-04-26T23:00:00Z,1.2,75,16,41.4,0.7487
2004-04-27T00:00:00Z,0.8,51,15.4,43,0.7482
2004-04-27T01:00:00Z,0.7,39,15.7,42.5,0.7539
2004-04-27T02:00:00Z,0.5,32,15.6,43.4,0.7651
2004-04-27T05:00:00Z,0.7,68,15.5,47.3,0.8282
2004-04-27T06:00:00Z,1.4,76,14.4,53.1,0.8677
2004-04-27T07:00:00Z,4.1,122,15.9,48.5,0.8704
